tweet,sentiment
"whole summer without a phone and the day i decide to spazz out on t-mobile, they tell me that my phone should be coming in tuesday",neutral
claims they can't do anything but upgrade at my own cost. 1st month with them - should have stayed with t-mobile contract.,negative
t-mobile said my bill is due when it's due on the 17th smh,negative
t-mobile no contract with free 1st month $29 value lycamobile dual sim card,positive
i think i might just walk to t-mobile in get my phone tomorrow dont have no time to wait for my mom,neutral
"rt: t-mobile going after ~3k ""network abusers"" on monday...some of them are using as m...",negative
"[t-mobile] stopping network abusers: an open letter to t-mobile customers ""the only august 31, 2015 cool tech!!!",negative
"from the rumors department: both lumia 940 / xl coming to at&t, while t-mobile may carry only lumia 940 | npu",neutral
t-mobile cracking the whip on unlimited 4g lte data abusers: t-mobile starting tomorrow will be going after t...,negative
my t-mobile experience has been he'll since i switched in april... do you care? i have to call every month...,negative
"finally, an (apparently) good smart phone with a keyboard, coming soon to t-mobile!",positive
"you want to argue net neutrality, use your brain and attack comcast / time warner with 300gb limits.. 1/10th of t-mobile! idiot.",negative
going in t-mobile tomorrow with beef,negative
hopefully t-mobile calls me tomorrow i want that new phone..,positive
my texts arent working again...for the 2nd day in a row... c'mon ! u got me feeling like a t-mobile customer :-\,negative
sent for my phone to get unlocked hopefully it's tomorrow so i don't have to pay this cricket bill and can go to t-mobile,neutral
"one says switzerland/swisscom and the other says germany t-mobile, i think you may owe somebody a big apology.",neutral
"this t-mobile shit gotta go , going back to at&t friday!",negative
when i can't wait any longer ... 1st gen x -> x pe cause i just moved to t-mobile!,positive
we have our t-mobile advantage program you may qualify for! :) check it out and see if you're eligible to get in on it... 1/2,positive
"i have t-mobile, it's alright. however my only complaint is what does the t even stand for? thug? thursday? terra? pls send halp",neutral
t-mobile announced a new built-in feature on thursday that offers video calls to users who don't want to download...,positive
so this sunday/monday i am going to be coming over to t-mobile. i have an unlocked iphone 5s that's not from t-mobile,positive
"i posted 57 photos on facebook in the album ""t-mobile surprise party, wine and canvas studio, september 3""",positive
did you know that 't-mobile' was trending topic on friday 4 for 4 hours in detroit?,positive
hi there have just got a 2nd line. i'm having trouble logging into my account on the app. 1st line on t-mobile. help?,neutral
"our network is by far the 2nd best in the world, and as far as being second just you hide and watch. i work for t-mobile!",positive
i would like see the new z5 premium on the t-mobile i want to give it too a good for her birthday oct 19,positive
i'm switching to t-mobile tomorrow and i'm getting a new number :( i've had the same number since third grade,neutral
the left is an at&t and on the right side is a t-mobile phone. features of the device may vary by carrier. do you (cont),neutral
the t-mobile store in the auburn mall better have the phone i want tomorrow....,neutral
will do imma try to go down to t-mobile after my first class on tuesday. i'll just hit you up on here when i get it.,neutral
no t-mobile told me and kai ain't no 7 it's a 6s they release it on the 7th watch,neutral
... if you currently do not have an active t-mobile account you can try 3rd party sites who can... 2/3,neutral
this is insane: my t-mobile lte vs what i pay for twc at home. i think i may just cancel twc internet,positive
we hope everyone had an amazing holiday weekend. back to it! here's our schedule: tues: t-mobile hq 11-2 wed:...,positive
i have t-mobile so i may just switch,neutral
apparently this is due to t-mobile updating their lte services in my area... we'll see if it's fixed tomorrow.,neutral
"these past two days my calls and text been acting up, t-mobile is going to get a call from me tomorrow.",negative
one thing i love about t-mobile is that i may run out of high speed data but at least my shit is unlimited,positive
i'll contact you guys on friday aka looks like i'm saving $20 from t-mobile already,positive
i may need you. depending on what happens with t-mobile. do you offer any free phones or anything on sign up?,positive
taylor swift is going to be in houston tx on sep 9 get you tickets now at don't miss it,positive
taylor swift or me??? (i'm the 1st one),positive
please tell me you are opening for taylor swift on october 7th!,positive
somebody take me to the taylor swift concert on wednesday,positive
wildest dreams by taylor swift is tuesday's guitar tutorial. check it out!,positive
"is a universal feminism concerning everyone, as for taylor swift she may get into that category idk",neutral
dreading work and school tomorrow but what would make it 10x better would be taylor swift tickets,positive
